Timestamp,File Path,Program Name,SHA-1 Hash,Timeline Entry Number,Entry Type,Timestamp Description,Raw Entry
,C:\WINDOWS\system32\DllHost.exe,,,354,ShimcacheFileEntry,,"{""cache_entry_position"":353,""controlset"":1,""data_size"":160,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\DllHost.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:44:38.053Z"",""path_size"":62,""signature"":""10ts""}"
,C:\WINDOWS\system32\mcbuilder.exe,,,355,ShimcacheFileEntry,,"{""cache_entry_position"":354,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\mcbuilder.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T04:02:42.545Z"",""path_size"":66,""signature"":""10ts""}"
,C:\WINDOWS\system32\oobe\msoobe.exe,,,356,ShimcacheFileEntry,,"{""cache_entry_position"":355,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\oobe\\msoobe.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T04:02:44.358Z"",""path_size"":70,""signature"":""10ts""}"
,C:\WINDOWS\system32\oobe\oobeldr.exe,,,357,ShimcacheFileEntry,,"{""cache_entry_position"":356,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\oobe\\oobeldr.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T04:02:14.670Z"",""path_size"":72,""signature"":""10ts""}"
,C:\WINDOWS\system32\provtool.exe,,,358,ShimcacheFileEntry,,"{""cache_entry_position"":357,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\provtool.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:31.726Z"",""path_size"":64,""signature"":""10ts""}"
,,MicrosoftWindows.CrossDevice,,359,ShimcacheProgramEntry,,"{""cache_entry_position"":358,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00005a3d00160000\t000a0000585d0000\t8664\tMicrosoftWindows.CrossDevice\tcw5n1h2txyewy\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""MicrosoftWindows.CrossDevice"",""program_version"":""0.23101.22.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""cw5n1h2txyewy"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":182,""signature"":""10ts""}"
,,MicrosoftWindows.Client.WebExperience,,360,ShimcacheProgramEntry,,"{""cache_entry_position"":359,""controlset"":1,""data_size"":60,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t01a80515010e0009\t000a00007fff0000\t8664\tMicrosoftWindows.Client.WebExperience\tcw5n1h2txyewy\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""MicrosoftWindows.Client.WebExperience"",""program_version"":""424.1301.270.9"",""sdk_version"":""10.0.32767.0"",""publisher_id"":""cw5n1h2txyewy"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":200,""signature"":""10ts""}"
,,Microsoft.ZuneMusic,,361,ShimcacheProgramEntry,,"{""cache_entry_position"":360,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b090800080000\t000a000055f0015a\t8664\tMicrosoft.ZuneMusic\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.ZuneMusic"",""program_version"":""11.2312.8.0"",""sdk_version"":""10.0.22000.346"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":164,""signature"":""10ts""}"
,,Microsoft.YourPhone,,362,ShimcacheProgramEntry,,"{""cache_entry_position"":361,""controlset"":1,""data_size"":592,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,100,134,200,1,0,0,186,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00005dcc00690000\t000a0000585d0000\t8664\tMicrosoft.YourPhone\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.YourPhone"",""program_version"":""0.24012.105.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":164,""signature"":""10ts""}"
,,Microsoft.XboxIdentityProvider,,363,ShimcacheProgramEntry,,"{""cache_entry_position"":362,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000c006e3a9a0000\t000a000045630000\t8664\tMicrosoft.XboxIdentityProvider\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.XboxIdentityProvider"",""program_version"":""12.110.15002.0"",""sdk_version"":""10.0.17763.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":186,""signature"":""10ts""}"
,,Microsoft.WindowsTerminal,,364,ShimcacheProgramEntry,,"{""cache_entry_position"":363,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00010012283d0000\t000a0000585d0000\t8664\tMicrosoft.WindowsTerminal\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsTerminal"",""program_version"":""1.18.10301.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":176,""signature"":""10ts""}"
,,Microsoft.WindowsStore,,365,ShimcacheProgramEntry,,"{""cache_entry_position"":364,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t5781057800060000\t000a0000585d0000\t8664\tMicrosoft.WindowsStore\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsStore"",""program_version"":""22401.1400.6.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":170,""signature"":""10ts""}"
,,Microsoft.WindowsSoundRecorder,,366,ShimcacheProgramEntry,,"{""cache_entry_position"":365,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00010000004c0000\t000a000055f00000\t8664\tMicrosoft.WindowsSoundRecorder\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsSoundRecorder"",""program_version"":""1.0.76.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":186,""signature"":""10ts""}"
,,Microsoft.WindowsNotepad,,367,ShimcacheProgramEntry,,"{""cache_entry_position"":366,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b090800120000\t000a000055f00000\t8664\tMicrosoft.WindowsNotepad\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsNotepad"",""program_version"":""11.2312.18.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":174,""signature"":""10ts""}"
,,Microsoft.WindowsFeedbackHub,,368,ShimcacheProgramEntry,,"{""cache_entry_position"":367,""controlset"":1,""data_size"":100,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000109614f1d0000\t000a000055f00000\t8664\tMicrosoft.WindowsFeedbackHub\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsFeedbackHub"",""program_version"":""1.2401.20253.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":182,""signature"":""10ts""}"
,,Microsoft.WindowsCamera,,369,ShimcacheProgramEntry,,"{""cache_entry_position"":368,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t07e7090800030000\t000a000055f00000\t8664\tMicrosoft.WindowsCamera\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsCamera"",""program_version"":""2023.2312.3.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":172,""signature"":""10ts""}"
,,Microsoft.WindowsCalculator,,370,ShimcacheProgramEntry,,"{""cache_entry_position"":369,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b090700000000\t000a000055f00000\t8664\tMicrosoft.WindowsCalculator\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsCalculator"",""program_version"":""11.2311.0.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":180,""signature"":""10ts""}"
,,Microsoft.WindowsAlarms,,371,ShimcacheProgramEntry,,"{""cache_entry_position"":370,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0001000000bc0000\t000a0000585d0000\t8664\tMicrosoft.WindowsAlarms\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsAlarms"",""program_version"":""1.0.188.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":172,""signature"":""10ts""}"
,,Microsoft.Windows.Photos,,372,ShimcacheProgramEntry,,"{""cache_entry_position"":371,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00185dca714b0000\t000a0000585d0000\t8664\tMicrosoft.Windows.Photos\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.Windows.Photos"",""program_version"":""24.24010.29003.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":174,""signature"":""10ts""}"
,,Microsoft.WebMediaExtensions,,373,ShimcacheProgramEntry,,"{""cache_entry_position"":372,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00010000f5d30000\t000a0000585d0000\t8664\tMicrosoft.WebMediaExtensions\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WebMediaExtensions"",""program_version"":""1.0.62931.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":182,""signature"":""10ts""}"
,,Microsoft.Todos,,374,ShimcacheProgramEntry,,"{""cache_entry_position"":373,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00000068f3d50000\t000a00004a610000\t8664\tMicrosoft.Todos\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.Todos"",""program_version"":""0.104.62421.0"",""sdk_version"":""10.0.19041.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":156,""signature"":""10ts""}"
,,Microsoft.StorePurchaseApp,,375,ShimcacheProgramEntry,,"{""cache_entry_position"":374,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t5728057800060000\t000a000047ba0000\t8664\tMicrosoft.StorePurchaseApp\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.StorePurchaseApp"",""program_version"":""22312.1400.6.0"",""sdk_version"":""10.0.18362.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":178,""signature"":""10ts""}"
,,Microsoft.SecHealthUI,,376,ShimcacheProgramEntry,,"{""cache_entry_position"":375,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t03e865f400010000\t000a000055f00001\t8664\tMicrosoft.SecHealthUI\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.SecHealthUI"",""program_version"":""1000.26100.1.0"",""sdk_version"":""10.0.22000.1"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":168,""signature"":""10ts""}"
,,Microsoft.ScreenSketch,,377,ShimcacheProgramEntry,,"{""cache_entry_position"":376,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b090300340000\t000a000055f00000\t8664\tMicrosoft.ScreenSketch\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.ScreenSketch"",""program_version"":""11.2307.52.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":170,""signature"":""10ts""}"
,,Microsoft.Paint,,378,ShimcacheProgramEntry,,"{""cache_entry_position"":377,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b08fe00140000\t000a000055f00000\t8664\tMicrosoft.Paint\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.Paint"",""program_version"":""11.2302.20.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":156,""signature"":""10ts""}"
,,Microsoft.MicrosoftStickyNotes,,379,ShimcacheProgramEntry,,"{""cache_entry_position"":378,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0004000011fa0000\t000a00004a430000\t8664\tMicrosoft.MicrosoftStickyNotes\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.MicrosoftStickyNotes"",""program_version"":""4.0.4602.0"",""sdk_version"":""10.0.19011.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":186,""signature"":""10ts""}"
,,Microsoft.MicrosoftSolitaireCollection,,380,ShimcacheProgramEntry,,"{""cache_entry_position"":379,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000400130c760000\t000a00004a610000\t8664\tMicrosoft.MicrosoftSolitaireCollection\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.MicrosoftSolitaireCollection"",""program_version"":""4.19.3190.0"",""sdk_version"":""10.0.19041.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":202,""signature"":""10ts""}"
,C:\WINDOWS\system32\ByteCodeGenerator.exe,,,381,ShimcacheFileEntry,,"{""cache_entry_position"":380,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\ByteCodeGenerator.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T04:02:18.045Z"",""path_size"":82,""signature"":""10ts""}"
,,Microsoft.MicrosoftOfficeHub,,382,ShimcacheProgramEntry,,"{""cache_entry_position"":381,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00120904040a0000\t000a00004a610000\t8664\tMicrosoft.MicrosoftOfficeHub\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.MicrosoftOfficeHub"",""program_version"":""18.2308.1034.0"",""sdk_version"":""10.0.19041.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":182,""signature"":""10ts""}"
,,Microsoft.GetHelp,,383,ShimcacheProgramEntry,,"{""cache_entry_position"":382,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000a08fe29690000\t000a000055f00000\t8664\tMicrosoft.GetHelp\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.GetHelp"",""program_version"":""10.2302.10601.0"",""sdk_version"":""10.0.22000.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":160,""signature"":""10ts""}"
,,Microsoft.GamingApp,,384,ShimcacheProgramEntry,,"{""cache_entry_position"":383,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t09620384001c0000\t000a00004a430000\t8664\tMicrosoft.GamingApp\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.GamingApp"",""program_version"":""2402.900.28.0"",""sdk_version"":""10.0.19011.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":164,""signature"":""10ts""}"
